=== test_sub1  (test_acc=72.96%) ===
Epoch  Train_Loss  Train_Acc  Val_Loss   Val_Acc
   38      1.3874     99.99%    0.0001   100.00%
   39      1.3873    100.00%    0.0001   100.00%
   40      1.3873    100.00%    0.0001   100.00%
   41      1.3873     99.99%    0.0001   100.00%
   42      1.3874     99.99%    0.0001   100.00%
   43      1.3874     99.99%    0.0001   100.00%
   44      1.3874     99.98%    0.0001   100.00%
   45      1.3871    100.00%    0.0001   100.00%
   46      1.3872    100.00%    0.0001   100.00%
   47      1.3872    100.00%    0.0001   100.00%
   48      1.3873    100.00%    0.0001   100.00%
   49      1.3874     99.99%    0.0001   100.00%
   50      1.3873    100.00%    0.0001   100.00%

=== test_sub13  (test_acc=64.25%) ===
Epoch  Train_Loss  Train_Acc  Val_Loss   Val_Acc
    1      2.0057     77.08%    0.3291    92.46%
    2      1.6661     92.42%    0.1629    97.28%
    3      1.5503     96.92%    0.0827    99.64%
    4      1.4944     98.67%    0.0426   100.00%
    5      1.4600     99.44%    0.0247   100.00%
    6      1.4449     99.63%    0.0150   100.00%
    7      1.4305     99.78%    0.0101   100.00%
    8      1.4234     99.79%    0.0079   100.00%
    9      1.4140     99.91%    0.0058   100.00%
   10      1.4098     99.92%    0.0045   100.00%
   11      1.4049     99.94%    0.0030   100.00%
   12      1.4005     99.95%    0.0026   100.00%
   13      1.3967     99.97%    0.0019   100.00%
   14      1.3944     99.96%    0.0017   100.00%
   15      1.3940     99.96%    0.0013   100.00%
   16      1.3923     99.97%    0.0010   100.00%
   17      1.3913     99.99%    0.0009   100.00%
   18      1.3904     99.98%    0.0008   100.00%
   19      1.3904     99.96%    0.0007   100.00%
   20      1.3892     99.99%    0.0006   100.00%
   21      1.3888    100.00%    0.0005   100.00%
   22      1.3889     99.99%    0.0005   100.00%
   23      1.3889    100.00%    0.0004   100.00%
   24      1.3892    100.00%    0.0004   100.00%
   25      1.3890     99.99%    0.0004   100.00%
   26      1.3886     99.99%    0.0003   100.00%
   27      1.3882     99.98%    0.0003   100.00%
   28      1.3880    100.00%    0.0003   100.00%
   29      1.3880    100.00%    0.0002   100.00%
   30      1.3881    100.00%    0.0002   100.00%
   31      1.3877     99.99%    0.0002   100.00%
   32      1.3878    100.00%    0.0002   100.00%
   33      1.3878     99.98%    0.0002   100.00%
   34      1.3878     99.99%    0.0002   100.00%
   35      1.3875     99.99%    0.0002   100.00%
   36      1.3873    100.00%    0.0002   100.00%
   37      1.3875    100.00%    0.0002   100.00%
   38      1.3873    100.00%    0.0001   100.00%
   39      1.3874    100.00%    0.0001   100.00%
   40      1.3874     99.99%    0.0001   100.00%
   41      1.3874    100.00%    0.0001   100.00%
   42      1.3874    100.00%    0.0001   100.00%
   43      1.3872    100.00%    0.0001   100.00%
   44      1.3874     99.99%    0.0001   100.00%
   45      1.3872    100.00%    0.0001   100.00%
   46      1.3874     99.99%    0.0001   100.00%
   47      1.3873    100.00%    0.0001   100.00%
   48      1.3871    100.00%    0.0001   100.00%
   49      1.3872    100.00%    0.0001   100.00%
   50      1.3871    100.00%    0.0001   100.00%

=== test_sub14  (test_acc=69.91%) ===
Epoch  Train_Loss  Train_Acc  Val_Loss   Val_Acc
    1      2.0165     76.05%    0.3179    91.90%
    2      1.6674     92.29%    0.1510    96.87%
    3      1.5540     96.57%    0.0716    99.46%
    4      1.5000     98.58%    0.0384    99.91%
    5      1.4681     99.38%    0.0226    99.93%
    6      1.4443     99.62%    0.0118   100.00%
    7      1.4273     99.80%    0.0085   100.00%
    8      1.4189     99.83%    0.0047   100.00%
    9      1.4102     99.87%    0.0034   100.00%
   10      1.4052     99.94%    0.0030   100.00%
   11      1.4022     99.94%    0.0021   100.00%
   12      1.3984     99.97%    0.0017   100.00%
   13      1.3966     99.94%    0.0012   100.00%
